Sports,2021-01-01,710.3400268554688,3899.7901306152344,18.21
Books,2021-01-01,1058.4300231933594,3899.7901306152344,27.14
Clothing,2021-01-01,710.3400268554688,3899.7901306152344,18.21
Home & Garden,2021-01-01,710.3400268554688,3899.7901306152344,18.21
Toys,2021-01-01,710.3400268554688,3899.7901306152344,18.21
Clothing,2021-01-02,1954.449951171875,1954.449951171875,100.0
Sports,2021-01-04,1047.6700439453125,5238.3502197265625,20.0
Toys,2021-01-04,2095.340087890625,5238.3502197265625,40.0
Books,2021-01-04,1047.6700439453125,5238.3502197265625,20.0
Home & Garden,2021-01-04,1047.6700439453125,5238.3502197265625,20.0
Electronics,2021-01-05,643.469970703125,643.469970703125,100.0
Sports,2021-01-07,911.2100219726562,2885.980010986328,31.57
Clothing,2021-01-07,354.5199890136719,2885.980010986328,12.28
Electronics,2021-01-07,911.2100219726562,2885.980010986328,31.57
Beauty,2021-01-07,354.5199890136719,2885.980010986328,12.28
Toys,2021-01-07,354.5199890136719,2885.980010986328,12.28
Toys,2021-01-08,1940.8599548339844,8422.499786376953,23.04
Books,2021-01-08,1299.9599609375,8422.499786376953,15.43
Clothing,2021-01-08,1585.9899597167969,8422.499786376953,18.83
Electronics,2021-01-08,286.0299987792969,8422.499786376953,3.4
Home & Garden,2021-01-08,1654.8299560546875,8422.499786376953,19.65
Beauty,2021-01-08,1654.8299560546875,8422.499786376953,19.65
Clothing,2021-01-09,2007.719970703125,7943.1597900390625,25.28
Books,2021-01-09,1532.3199462890625,7943.1597900390625,19.29
Electronics,2021-01-09,2201.5599365234375,7943.1597900390625,27.72
Home & Garden,2021-01-09,1532.3199462890625,7943.1597900390625,19.29
Beauty,2021-01-09,669.239990234375,7943.1597900390625,8.43
Sports,2021-01-10,1543.510009765625,7717.550048828125,20.0
Beauty,2021-01-10,1543.510009765625,7717.550048828125,20.0
Clothing,2021-01-10,1543.510009765625,7717.550048828125,20.0
Toys,2021-01-10,3087.02001953125,7717.550048828125,40.0
Toys,2021-01-11,691.9400024414062,2851.3399047851562,24.27
Clothing,2021-01-11,1079.699951171875,2851.3399047851562,37.87
Sports,2021-01-11,1079.699951171875,2851.3399047851562,37.87
Books,2021-01-12,1714.8900146484375,13854.560050964355,12.38
Sports,2021-01-12,1714.8900146484375,13854.560050964355,12.38
Toys,2021-01-12,3684.919921875,13854.560050964355,26.6
Electronics,2021-01-12,1714.8900146484375,13854.560050964355,12.38
Home & Garden,2021-01-12,1714.8900146484375,13854.560050964355,12.38
Beauty,2021-01-12,1710.4300537109375,13854.560050964355,12.35
Clothing,2021-01-12,1599.650016784668,13854.560050964355,11.55
Sports,2021-01-13,1054.280029296875,2108.56005859375,50.0
Electronics,2021-01-13,1054.280029296875,2108.56005859375,50.0
Beauty,2021-01-14,2691.7899780273438,3412.449951171875,78.88
Sports,2021-01-14,720.6599731445312,3412.449951171875,21.12
Clothing,2021-01-15,576.260009765625,2673.860107421875,21.55
Sports,2021-01-15,1048.800048828125,2673.860107421875,39.22
Beauty,2021-01-15,1048.800048828125,2673.860107421875,39.22
Clothing,2021-01-16,750.5800170898438,4231.730094909668,17.74
Home & Garden,2021-01-16,194.52000427246094,4231.730094909668,4.6
Sports,2021-01-16,2251.7400512695312,4231.730094909668,53.21
Electronics,2021-01-16,89.79000091552734,4231.730094909668,2.12
Beauty,2021-01-16,194.52000427246094,4231.730094909668,4.6
Toys,2021-01-16,750.5800170898438,4231.730094909668,17.74
Toys,2021-01-17,215.3000030517578,430.6000061035156,50.0
Home & Garden,2021-01-17,215.3000030517578,430.6000061035156,50.0
Electronics,2021-01-18,879.3400268554688,4396.700134277344,20.0
Toys,2021-01-18,879.3400268554688,4396.700134277344,20.0
Home & Garden,2021-01-18,879.3400268554688,4396.700134277344,20.0
Beauty,2021-01-18,879.3400268554688,4396.700134277344,20.0
Books,2021-01-18,879.3400268554688,4396.700134277344,20.0
Clothing,2021-01-19,1347.8199462890625,2695.639892578125,50.0
Books,2021-01-19,1347.8199462890625,2695.639892578125,50.0
Clothing,2021-01-20,1490.550048828125,9944.940185546875,14.99
Books,2021-01-20,1384.3900146484375,9944.940185546875,13.92
Electronics,2021-01-20,713.1400146484375,9944.940185546875,7.17
Home & Garden,2021-01-20,4259.330078125,9944.940185546875,42.83
Sports,2021-01-20,2097.530029296875,9944.940185546875,21.09
Clothing,2021-01-21,1243.22998046875,2486.4599609375,50.0
Books,2021-01-21,1243.22998046875,2486.4599609375,50.0
Home & Garden,2021-01-22,443.5400085449219,1108.8500213623047,40.0
Sports,2021-01-22,443.5400085449219,1108.8500213623047,40.0
Electronics,2021-01-22,221.77000427246094,1108.8500213623047,20.0
Toys,2021-01-24,-174.58999633789062,-174.58999633789062,100.0
Electronics,2021-01-26,259.5199890136719,519.0399780273438,50.0
Sports,2021-01-26,259.5199890136719,519.0399780273438,50.0
Home & Garden,2021-01-27,800.969970703125,800.969970703125,100.0
Beauty,2021-01-28,394.1499938964844,8336.999877929688,4.73
Clothing,2021-01-28,2478.3999633789062,8336.999877929688,29.73
Books,2021-01-28,1690.0999755859375,8336.999877929688,20.27
Electronics,2021-01-28,3774.3499450683594,8336.999877929688,45.27
Toys,2021-01-29,2083.159912109375,5267.099781036377,39.55
Books,2021-01-29,1056.3799562454224,5267.099781036377,20.06
Beauty,2021-01-29,14.800000190734863,5267.099781036377,0.28
Home & Garden,2021-01-29,1071.1799564361572,5267.099781036377,20.34
Sports,2021-01-29,1041.5799560546875,5267.099781036377,19.78
Books,2021-01-30,1774.25,1774.25,100.0
Electronics,2021-01-31,-80.93000030517578,-323.7200012207031,25.0
Beauty,2021-01-31,-161.86000061035156,-323.7200012207031,50.0
Toys,2021-01-31,-80.93000030517578,-323.7200012207031,25.0
Books,2021-02-04,785.2000122070312,6900.419982910156,11.38
Home & Garden,2021-02-04,2272.4099731445312,6900.419982910156,32.93
Electronics,2021-02-04,785.2000122070312,6900.419982910156,11.38
Clothing,2021-02-04,3057.6099853515625,6900.419982910156,44.31
Clothing,2021-02-05,479.2900085449219,479.2900085449219,100.0
Sports,2021-02-06,1685.6199951171875,8428.099975585938,20.0
Beauty,2021-02-06,3371.239990234375,8428.099975585938,40.0
Toys,2021-02-06,1685.6199951171875,8428.099975585938,20.0
Clothing,2021-02-06,1685.6199951171875,8428.099975585938,20.0
Electronics,2021-02-08,1042.3499755859375,2084.699951171875,50.0
Home & Garden,2021-02-08,1042.3499755859375,2084.699951171875,50.0
Books,2021-02-09,,,
Home & Garden,2021-02-09,,,
Books,2021-02-10,1790.5999755859375,3581.199951171875,50.0
Sports,2021-02-10,1790.5999755859375,3581.199951171875,50.0
Clothing,2021-02-12,1765.0899658203125,7060.35986328125,25.0
Beauty,2021-02-12,1765.0899658203125,7060.35986328125,25.0
Toys,2021-02-12,1765.0899658203125,7060.35986328125,25.0
Sports,2021-02-12,1765.0899658203125,7060.35986328125,25.0
Toys,2021-02-14,224.2100067138672,1258.5999908447266,17.81
Sports,2021-02-14,224.2100067138672,1258.5999908447266,17.81
Clothing,2021-02-14,810.1799774169922,1258.5999908447266,64.37
Beauty,2021-02-17,1888.7900390625,5666.3701171875,33.33
Electronics,2021-02-17,1888.7900390625,5666.3701171875,33.33
Home & Garden,2021-02-17,1888.7900390625,5666.3701171875,33.33
Sports,2021-02-18,1762.239990234375,1762.239990234375,100.0
Sports,2021-02-20,826.8900146484375,3097.489990234375,26.7
Toys,2021-02-20,1443.7099609375,3097.489990234375,46.61
Home & Garden,2021-02-20,826.8900146484375,3097.489990234375,26.7
Electronics,2021-02-22,284.739990234375,854.219970703125,33.33
Beauty,2021-02-22,284.739990234375,854.219970703125,33.33
Sports,2021-02-22,284.739990234375,854.219970703125,33.33
Sports,2021-02-24,370.260009765625,1851.300048828125,20.0
Toys,2021-02-24,740.52001953125,1851.300048828125,40.0
Home & Garden,2021-02-24,740.52001953125,1851.300048828125,40.0
Clothing,2021-02-25,188.97999572753906,283.4699935913086,66.67
Beauty,2021-02-25,94.48999786376953,283.4699935913086,33.33
Home & Garden,2021-02-26,809.1300048828125,7414.5499267578125,10.91
Sports,2021-02-26,1684.449951171875,7414.5499267578125,22.72
Clothing,2021-02-26,809.1300048828125,7414.5499267578125,10.91
Beauty,2021-02-26,809.1300048828125,7414.5499267578125,10.91
Electronics,2021-02-26,3302.7099609375,7414.5499267578125,44.54
Electronics,2021-02-28,,-56.91999816894531,
Toys,2021-02-28,-56.91999816894531,-56.91999816894531,100.0
Home & Garden,2021-02-28,,-56.91999816894531,
Toys,2021-03-02,475.8699951171875,2522.530029296875,18.86
Books,2021-03-02,1023.3300170898438,2522.530029296875,40.57
Beauty,2021-03-02,1023.3300170898438,2522.530029296875,40.57
Books,2021-03-03,1527.550048828125,14017.230369567871,10.9
Clothing,2021-03-03,2404.120048522949,14017.230369567871,17.15
Home & Garden,2021-03-03,3984.1201171875,14017.230369567871,28.42
Beauty,2021-03-03,64.81999969482422,14017.230369567871,0.46
Toys,2021-03-03,929.02001953125,14017.230369567871,6.63
Electronics,2021-03-03,4048.940116882324,14017.230369567871,28.89
Sports,2021-03-03,1058.6600189208984,14017.230369567871,7.55
Books,2021-03-04,517.47998046875,3013.760009765625,17.17
Sports,2021-03-04,494.70001220703125,3013.760009765625,16.41
Electronics,2021-03-04,494.70001220703125,3013.760009765625,16.41
Home & Garden,2021-03-04,989.4000244140625,3013.760009765625,32.83
Toys,2021-03-04,517.47998046875,3013.760009765625,17.17
Toys,2021-03-05,650.9400024414062,1627.3500061035156,40.0
Clothing,2021-03-05,976.4100036621094,1627.3500061035156,60.0
Home & Garden,2021-03-06,1191.2900390625,2382.580078125,50.0
Toys,2021-03-06,1191.2900390625,2382.580078125,50.0
Electronics,2021-03-07,1728.800048828125,1728.800048828125,100.0
Toys,2021-03-08,1585.739990234375,1585.739990234375,100.0
Clothing,2021-03-09,1816.530029296875,9082.650146484375,20.0
Electronics,2021-03-09,1816.530029296875,9082.650146484375,20.0
Books,2021-03-09,1816.530029296875,9082.650146484375,20.0
Toys,2021-03-09,3633.06005859375,9082.650146484375,40.0
Sports,2021-03-09,,9082.650146484375,
Beauty,2021-03-09,,9082.650146484375,
Toys,2021-03-10,263.5,263.5,100.0
Home & Garden,2021-03-13,1980.739990234375,9919.139999389648,19.97
Toys,2021-03-13,1869.8799896240234,9919.139999389648,18.85
Sports,2021-03-13,1517.1300048828125,9919.139999389648,15.29
Clothing,2021-03-13,1517.1300048828125,9919.139999389648,15.29
Electronics,2021-03-13,3034.260009765625,9919.139999389648,30.59
Beauty,2021-03-14,1243.8599853515625,4328.07991027832,28.74
Clothing,2021-03-14,1273.8199615478516,4328.07991027832,29.43
Electronics,2021-03-14,178.86000061035156,4328.07991027832,4.13
Books,2021-03-14,1094.9599609375,4328.07991027832,25.3
Sports,2021-03-14,536.5800018310547,4328.07991027832,12.4
Clothing,2021-03-16,2538.260009765625,13215.779907226562,19.21
Books,2021-03-16,4949.179931640625,13215.779907226562,37.45
Toys,2021-03-16,1984.6199951171875,13215.779907226562,15.02
Beauty,2021-03-16,3743.719970703125,13215.779907226562,28.33
Clothing,2021-03-17,1712.4300537109375,6077.16015625,28.18
Electronics,2021-03-17,939.8699951171875,6077.16015625,15.47
Books,2021-03-17,3424.860107421875,6077.16015625,56.36
Electronics,2021-03-19,1614.3199462890625,8071.5997314453125,20.0
Books,2021-03-19,1614.3199462890625,8071.5997314453125,20.0
Clothing,2021-03-19,1614.3199462890625,8071.5997314453125,20.0
Toys,2021-03-19,1614.3199462890625,8071.5997314453125,20.0
Home & Garden,2021-03-19,1614.3199462890625,8071.5997314453125,20.0
Electronics,2021-03-20,226.25,226.25,100.0
Beauty,2021-03-21,660.5700073242188,660.5700073242188,100.0
Electronics,2021-03-22,-108.83000183105469,-217.66000366210938,50.0
Beauty,2021-03-22,-108.83000183105469,-217.66000366210938,50.0
Toys,2021-03-24,1402.8499755859375,5611.39990234375,25.0
Electronics,2021-03-24,2805.699951171875,5611.39990234375,50.0
Beauty,2021-03-24,1402.8499755859375,5611.39990234375,25.0
Sports,2021-03-25,1619.2900390625,1619.2900390625,100.0
Beauty,2021-03-26,3772.620059967041,14442.890274047852,26.12
Home & Garden,2021-03-26,786.5200271606445,14442.890274047852,5.45
Clothing,2021-03-26,836.8499755859375,14442.890274047852,5.79
Sports,2021-03-26,1721.6300048828125,14442.890274047852,11.92
Toys,2021-03-26,5865.66015625,14442.890274047852,40.61
Electronics,2021-03-26,1459.610050201416,14442.890274047852,10.11
Electronics,2021-03-28,1528.800048828125,7644.000244140625,20.0
Clothing,2021-03-28,1528.800048828125,7644.000244140625,20.0
Toys,2021-03-28,1528.800048828125,7644.000244140625,20.0
Sports,2021-03-28,3057.60009765625,7644.000244140625,40.0
Home & Garden,2021-03-29,1302.2900390625,3906.8701171875,33.33
Electronics,2021-03-29,1302.2900390625,3906.8701171875,33.33
Toys,2021-03-29,1302.2900390625,3906.8701171875,33.33
Beauty,2021-03-31,617.6400146484375,617.6400146484375,100.0
Clothing,2021-04-02,1289.5699462890625,2579.139892578125,50.0
Toys,2021-04-02,1289.5699462890625,2579.139892578125,50.0
Toys,2021-04-04,1356.97998046875,4070.93994140625,33.33
Books,2021-04-04,1356.97998046875,4070.93994140625,33.33
Home & Garden,2021-04-04,1356.97998046875,4070.93994140625,33.33
Beauty,2021-04-07,423.7200012207031,423.7200012207031,100.0
Beauty,2021-04-08,1512.3499755859375,1512.3499755859375,100.0
Home & Garden,2021-04-09,300.5400085449219,2860.560043334961,10.51
Books,2021-04-09,703.0700073242188,2860.560043334961,24.58
Toys,2021-04-09,703.0700073242188,2860.560043334961,24.58
Electronics,2021-04-09,150.27000427246094,2860.560043334961,5.25
Clothing,2021-04-09,703.0700073242188,2860.560043334961,24.58
Sports,2021-04-09,300.5400085449219,2860.560043334961,10.51
Toys,2021-04-10,969.4000244140625,5147.4600830078125,18.83
Electronics,2021-04-10,1269.8599853515625,5147.4600830078125,24.67
Home & Garden,2021-04-10,969.4000244140625,5147.4600830078125,18.83
Books,2021-04-10,969.4000244140625,5147.4600830078125,18.83
Beauty,2021-04-10,969.4000244140625,5147.4600830078125,18.83
Home & Garden,2021-04-12,1426.6900024414062,2924.040008544922,48.79
Clothing,2021-04-12,1356.0299987792969,2924.040008544922,46.38
Toys,2021-04-12,141.32000732421875,2924.040008544922,4.83
Books,2021-04-15,345.54998779296875,1036.6499633789062,33.33
Home & Garden,2021-04-15,345.54998779296875,1036.6499633789062,33.33
Clothing,2021-04-15,345.54998779296875,1036.6499633789062,33.33
Toys,2021-04-16,1131.969970703125,1131.969970703125,100.0
Home & Garden,2021-04-17,1905.719970703125,10572.679809570312,18.02
Electronics,2021-04-17,1905.719970703125,10572.679809570312,18.02
Toys,2021-04-17,5717.159912109375,10572.679809570312,54.07
Sports,2021-04-17,1044.0799560546875,10572.679809570312,9.88
Beauty,2021-04-20,1757.050048828125,7028.2001953125,25.0
Clothing,2021-04-20,1757.050048828125,7028.2001953125,25.0
Sports,2021-04-20,1757.050048828125,7028.2001953125,25.0
Toys,2021-04-20,1757.050048828125,7028.2001953125,25.0
Sports,2021-04-21,1485.300048828125,4455.900146484375,33.33
Books,2021-04-21,1485.300048828125,4455.900146484375,33.33
Electronics,2021-04-21,1485.300048828125,4455.900146484375,33.33
Beauty,2021-04-23,3274.4799194335938,10162.469848632812,32.22
Electronics,2021-04-23,290.55999755859375,10162.469848632812,2.86
Books,2021-04-23,3032.3900146484375,10162.469848632812,29.84
Sports,2021-04-23,3274.4799194335938,10162.469848632812,32.22
Home & Garden,2021-04-23,290.55999755859375,10162.469848632812,2.86
Home & Garden,2021-04-24,1487.550048828125,8458.230224609375,17.59
Books,2021-04-24,1997.7900390625,8458.230224609375,23.62
Sports,2021-04-24,1487.550048828125,8458.230224609375,17.59
Toys,2021-04-24,3485.340087890625,8458.230224609375,41.21
Sports,2021-04-26,562.25,1124.5,50.0
Home & Garden,2021-04-26,562.25,1124.5,50.0
Toys,2021-04-27,-25.68000030517578,1492.5900650024414,-1.72
Electronics,2021-04-27,-25.68000030517578,1492.5900650024414,-1.72
Sports,2021-04-27,1569.6300659179688,1492.5900650024414,105.16
Home & Garden,2021-04-27,-25.68000030517578,1492.5900650024414,-1.72
Home & Garden,2021-04-28,391.92999267578125,1959.6499633789062,20.0
Toys,2021-04-28,391.92999267578125,1959.6499633789062,20.0
Clothing,2021-04-28,391.92999267578125,1959.6499633789062,20.0
Books,2021-04-28,391.92999267578125,1959.6499633789062,20.0
Beauty,2021-04-28,391.92999267578125,1959.6499633789062,20.0
Books,2021-04-29,1079.4200439453125,3001.6800537109375,35.96
Clothing,2021-04-29,1922.260009765625,3001.6800537109375,64.04
Home & Garden,2021-04-30,1452.97998046875,5811.919921875,25.0
Toys,2021-04-30,1452.97998046875,5811.919921875,25.0
Beauty,2021-04-30,1452.97998046875,5811.919921875,25.0
Books,2021-04-30,1452.97998046875,5811.919921875,25.0
Clothing,2021-05-01,,,
Books,2021-05-01,,,
Home & Garden,2021-05-01,,,
Beauty,2021-05-02,1593.550048828125,8419.34033203125,18.93
Books,2021-05-02,1308.06005859375,8419.34033203125,15.54
Electronics,2021-05-02,4209.670166015625,8419.34033203125,50.0
Clothing,2021-05-02,1308.06005859375,8419.34033203125,15.54
Clothing,2021-05-03,1009.7999877929688,5378.419921875,18.78
Toys,2021-05-03,1009.7999877929688,5378.419921875,18.78
Books,2021-05-03,1339.219970703125,5378.419921875,24.9
Beauty,2021-05-03,2019.5999755859375,5378.419921875,37.55
Sports,2021-05-04,606.030029296875,3030.150146484375,20.0
Home & Garden,2021-05-04,1212.06005859375,3030.150146484375,40.0
Books,2021-05-04,606.030029296875,3030.150146484375,20.0
Electronics,2021-05-04,606.030029296875,3030.150146484375,20.0
Electronics,2021-05-05,456.82000732421875,3294.8600463867188,13.86
Books,2021-05-05,913.6400146484375,3294.8600463867188,27.73
Beauty,2021-05-05,456.82000732421875,3294.8600463867188,13.86
Toys,2021-05-05,1467.5800170898438,3294.8600463867188,44.54
Beauty,2021-05-08,1361.1800537109375,10325.220336914062,13.18
Home & Garden,2021-05-08,1361.1800537109375,10325.220336914062,13.18
Electronics,2021-05-08,1560.4200439453125,10325.220336914062,15.11
Toys,2021-05-08,3120.840087890625,10325.220336914062,30.23
Sports,2021-05-08,1560.4200439453125,10325.220336914062,15.11
Clothing,2021-05-08,1361.1800537109375,10325.220336914062,13.18
Sports,2021-05-10,1991.5799560546875,1991.5799560546875,100.0
Sports,2021-05-11,901.3300170898438,5965.690124511719,15.11
Toys,2021-05-11,901.3300170898438,5965.690124511719,15.11
Beauty,2021-05-11,729.52001953125,5965.690124511719,12.23
Clothing,2021-05-11,1802.6600341796875,5965.690124511719,30.22
Home & Garden,2021-05-11,1630.8500366210938,5965.690124511719,27.34
Books,2021-05-13,239.38999938964844,957.5599975585938,25.0
Clothing,2021-05-13,478.7799987792969,957.5599975585938,50.0
Electronics,2021-05-13,239.38999938964844,957.5599975585938,25.0
Electronics,2021-05-14,1566.3800048828125,3915.9500122070312,40.0
Beauty,2021-05-14,783.1900024414062,3915.9500122070312,20.0
Toys,2021-05-14,783.1900024414062,3915.9500122070312,20.0
Sports,2021-05-14,783.1900024414062,3915.9500122070312,20.0
Home & Garden,2021-05-15,2807.4000854492188,5730.330169677734,48.99
Toys,2021-05-15,115.52999877929688,5730.330169677734,2.02
Clothing,2021-05-15,1403.7000427246094,5730.330169677734,24.5
Electronics,2021-05-15,115.52999877929688,5730.330169677734,2.02
Beauty,2021-05-15,1288.1700439453125,5730.330169677734,22.48
Home & Garden,2021-05-16,757.4600219726562,2272.3800659179688,33.33
Books,2021-05-16,757.4600219726562,2272.3800659179688,33.33
Electronics,2021-05-16,757.4600219726562,2272.3800659179688,33.33
Clothing,2021-05-17,2163.159912109375,3595.0198669433594,60.17
Electronics,2021-05-17,87.56999969482422,3595.0198669433594,2.44
Sports,2021-05-17,175.13999938964844,3595.0198669433594,4.87
Beauty,2021-05-17,1169.1499557495117,3595.0198669433594,32.52
Clothing,2021-05-19,296.3800048828125,592.760009765625,50.0
Home & Garden,2021-05-19,296.3800048828125,592.760009765625,50.0
Home & Garden,2021-05-20,902.969970703125,4745.17985534668,19.03
Toys,2021-05-20,1133.2999725341797,4745.17985534668,23.88
Beauty,2021-05-20,2708.909912109375,4745.17985534668,57.09
Home & Garden,2021-05-21,453.75,4767.14990234375,9.52
Toys,2021-05-21,1249.199951171875,4767.14990234375,26.2
Electronics,2021-05-21,1361.25,4767.14990234375,28.55
Sports,2021-05-21,1702.949951171875,4767.14990234375,35.72
Electronics,2021-05-22,1277.8500366210938,3613.360107421875,35.36
Toys,2021-05-22,2115.320068359375,3613.360107421875,58.54
